"","D102300","D103780","D104130","D104300","D104310","D107650","D109100","D109350","D109800","D114480","D114500","D115645","D125320","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D137750","D137760","D140600","D143465","D144700","D145500","D153800","D155600","D155601","D157300","D161400","D164230","D165199","D165720","D166760","D168600","D168601","D176807","D181000","D181500","D182830","D188470","D190310","D205700","D208550","D209850","D210050","D211980","D219700","D222100","D226150","D236000","D254200","D254500","D260480","D266600","D267740","D300125","D600319","D600803","D600807","D601208","D601318","D601367","D601518","D601665","D601666","D601682","D601941","D601942","D602080","D602096","D602404","D603266","D604827","D605055","D605526","D605839","D605841","D605844","D606889","D607060","D607154","D607373","D607498","D607499","D607501","D607508","D607516","D607682","D607688","D607822","D607850","D608049","D608895","D608907"
"D155600",0.05159,0.098979,0.20441,0.1887,0.01758,0.098893,0.1156,0.16093,0.17684,0.3429,0.31336,0.23893,0,0.12417,0.21173,0.18734,0.10417,0.021159,0.053907,0.17305,0,0,0.24677,0.12522,0.19618,0.068903,0.099248,0.28574,0.15789,0.21182,1,0.40191,0.10877,0.086499,0.059471,0.092657,0.080506,0.071777,0.07631,0.020397,0.1968,0.26712,0.19947,0.096832,0.2305,0.057202,0.046843,0.21498,0.13498,0.037007,0.32954,0.25834,0.20315,0.11692,0.22524,0.13604,0.17734,0.14104,0.28424,0.1322,0.066058,0,0.11917,0.23738,0,0.12624,0.15331,0.044663,0.12904,0,0.12701,0.073485,0,0.2056,0.18899,0,0,0,0.015163,0.068154,0.14403,0,0.079903,0.01455,0.099225,0.1325,0.15271,0.063464,0.15851,0.061,0.10687,0.10113,0,0,0.06334,0.07226,0.24077,0.10241,0
"D155601",0.04105,0,0.16267,0.14064,0,0,0,0.11554,0.22396,0.24059,0.22704,0.13248,0,0,0.051675,0.054232,0.071476,0,0.048071,0.14856,0,0,0.065002,0,0.02867,0.11288,0.20571,0.21111,0.066956,0.022489,0.40191,1,0,0,0,0,0.077586,0,0.041794,0,0.11374,0.0607,0.099676,0,0.20591,0,0,0.10843,0.054449,0,0.32351,0.11533,0.040109,0,0.12084,0.087142,0.096814,0.047029,0.10772,0,0,0,0,0.097569,0,0,0.10359,0.062566,0.098997,0,0,0,0,0.067761,0.083847,0,0,0,0,0,0.17074,0,0,0,0.093274,0,0.033068,0,0,0,0,0,0,0,0.044779,0.084491,0.20401,0.086584,0
"D157300",0.12337,0.12774,0.11303,0.21045,0.13253,0.13352,0.14826,0,0,0.16723,0.083357,0.055987,0.12333,0.11198,0.094309,0.18917,0,0.12799,0,0.063554,0.17497,0.11994,0.016087,0.11285,0.13872,0,0.14326,0.083991,0.18171,0.20525,0.10877,0,1,0.093259,0.19409,0.1924,0.095923,0.054171,0.15327,0.1338,0.19695,0.17716,0.17914,0.14199,0.023494,0.086269,0,0.10765,0.14427,0.15284,0.041535,0.13803,0.15915,0.06336,0.070838,0.085382,0.11132,0.054743,0.18238,0.15317,0.75392,0,0.05317,0.11342,0,0.051765,0.18368,0,0.11513,0,0.037526,0.035999,0,0.21674,0.20347,0.11675,0,0.12479,0.16253,0.13634,0,0.040274,0,0.19743,0.11234,0.049198,0.14711,0.76944,0.15311,0.77407,0.73308,0.67654,0.20305,0.12061,0.15711,0.051795,0.13216,0,0.12335
"D161400",0.2564,0.24389,0.11717,0.24192,0.08622,0.30008,0.099956,0.022271,0.018641,0.098646,0.048738,0.080282,0.17204,0.17667,0.19948,0.28435,0.063168,0.16893,0,0.043375,0.089852,0.092393,0.11868,0.2391,0.22302,0.068269,0.12771,0.073897,0.097954,0.2441,0.086499,0,0.093259,1,0.17381,0.17135,0.09669,0.083426,0.28003,0.2693,0.067087,0.19477,0.26557,0.20951,0.072716,0.089253,0,0.11014,0.27413,0.10524,0.10884,0.08844,0.22776,0,0.074383,0.22789,0.16068,0.20939,0.17756,0.20304,0.099978,0.036576,0.07889,0.10309,0,0.053281,0.16083,0,0.13937,0,0.20244,0.11371,0,0.16875,0.18628,0.040078,0,0.15525,0.21867,0.21818,0,0.44769,0,0.11423,0.087152,0.076191,0.21568,0.088326,0.10667,0.091419,0.16349,0.13152,0.13987,0.041375,0.18484,0.052564,0.22462,0.10448,0.04231
"D164230",0.23048,0.16576,0.17283,0.18044,0.28517,0.11252,0.074115,0,0.027656,0.090884,0.017989,0.028536,0.31752,0.11736,0.074426,0.16214,0,0.27262,0,0,0.26732,0.18323,0.0246,0.11488,0.093979,0,0.15621,0.073018,0.079025,0.082865,0.059471,0,0.19409,0.17381,1,0.083332,0.071828,0,0.21676,0.25285,0.099635,0.11268,0.30068,0.17364,0,0.22238,0,0.03296,0.21981,0.1837,0,0.10452,0.018617,0.04214,0,0.077477,0.042588,0.020896,0.065381,0.18731,0.25945,0,0,0,0,0,0.19003,0,0.2077,0,0,0,0,0.13646,0.27782,0.36341,0,0.19101,0.28615,0.20861,0,0.06161,0.046,0.23525,0.34614,0.037609,0.25195,0.22857,0.339,0.23599,0.24252,0.22667,0.31046,0.37076,0.19114,0,0.26859,0,0.25227
"D165199",0.11154,0.096463,0.11343,0.096634,0.040028,0.22657,0.043426,0,0,0.053891,0,0.18904,0.061919,0.028613,0,0.20688,0.03285,0.096365,0,0,0.13199,0.090491,0,0.28891,0.237,0,0,0.018037,0.019526,0.17026,0.092657,0,0.1924,0.17135,0.083332,1,0.070993,0.21259,0.13617,0.044849,0.024618,0.17991,0.13642,0.54498,0,0.086767,0,0.13028,0.1329,0.051242,0,0.051762,0.11245,0,0,0.12795,0.097095,0.12923,0.08219,0.35066,0.2567,0,0,0.04299,0,0,0.045988,0,0.028885,0,0.29479,0,0,0.24095,0.038336,0.058884,0,0.036053,0.069078,0.051532,0,0.060902,0,0.066265,0.084794,0.037183,0.20358,0.22512,0,0.23287,0.23999,0.25652,0.10108,0.06079,0.082001,0,0.18055,0.16057,0.062164
"D165720",0.12908,0.055275,0.048152,0.13653,0.10351,0.096104,0.1423,0,0.047331,0.16084,0.046083,0,0.053371,0.076204,0.19566,0.082627,0.23066,0.083046,0,0,0.11377,0.19549,0.020958,0.097879,0.10009,0.64093,0.098864,0.15582,0.17105,0.10729,0.080506,0.077586,0.095923,0.09669,0.071828,0.070993,1,0.10594,0.11816,0.097011,0.087893,0.092816,0.1374,0.073862,0.061521,0.074789,0,0.085389,0.088613,0.044168,0,0.091336,0.19557,0,0.072471,0.1322,0.092027,0.090469,0.17084,0.079923,0.062582,0.15066,0,0.14777,0,0,0.10214,0,0.02489,0,0,0,0,0.36263,0.17169,0.050739,0,0.031066,0.11905,0.044404,0,0.052478,0,0.11422,0.22976,0,0.046219,0.083898,0,0.087296,0.058524,0.054589,0.087124,0.052381,0.10702,0.56953,0.041008,0,0.053565
"D166760",0,0.031869,0.084296,0.031447,0,0.13231,0.071298,0,0,0.088928,0,0.094995,0,0.084152,0.11757,0.031278,0.124,0,0,0,0,0.17928,0,0.11256,0.092087,0.10123,0,0.017856,0,0.040715,0.071777,0,0.054171,0.083426,0,0.21259,0.10594,1,0.019039,0,0.048743,0.052649,0.044025,0.08557,0,0,0,0.16032,0.062214,0,0,0.038362,0.091216,0,0,0.050606,0.020822,0.08208,0.095634,0.093585,0.072226,0.10776,0,0.021212,0,0,0,0,0,0,0.113,0,0,0.17958,0,0,0,0,0,0,0,0,0.090036,0,0,0.11047,0.080284,0.063152,0,0.065112,0.067541,0.095029,0,0,0,0.077093,0.047643,0.075706,0
"D168600",0.15731,0.12247,0.12188,0.32577,0.27782,0.17108,0.10314,0,0.03919,0.09307,0.050073,0.053943,0.38537,0.068893,0.090515,0.22498,0.07828,0.55366,0.018119,0,0.12301,0.084316,0.035936,0.13234,0.19735,0.096204,0.20579,0.050979,0.11936,0.19092,0.07631,0.041794,0.15327,0.28003,0.21676,0.13617,0.11816,0.019039,1,0.55555,0.068908,0.12524,0.35621,0.22347,0.070121,0.18193,0,0.060334,0.24333,0.15116,0.03102,0.1155,0.13009,0.019096,0.063892,0.13116,0.070215,0.058983,0.14506,0.15974,0.13588,0,0.017962,0.060936,0,0.023524,0.17524,0,0.13548,0,0.081326,0,0,0.16323,0.33447,0.31884,0,0.14054,0.28689,0.19407,0,0.028357,0,0.2733,0.3693,0.019001,0.1341,0.11949,0.073293,0.12339,0.12703,0.13353,0.14253,0.31892,0.41276,0.09446,0.15002,0.071303,0.24201
"D168601",0.14798,0.10529,0.092785,0.34262,0.37355,0.18927,0.09528,0,0.072012,0.088698,0.060407,0.030709,0.44215,0.077273,0.064853,0.20289,0.016285,0.55525,0.042443,0,0.14382,0.09858,0.028441,0.11008,0.15579,0.027206,0.16688,0.099894,0.14236,0.11333,0.020397,0,0.1338,0.2693,0.25285,0.044849,0.097011,0,0.55555,1,0.053668,0.09628,0.29435,0.1705,0.023392,0.17207,0,0.017588,0.12848,0.23099,0.035256,0.10762,0.050317,0,0.029062,0.14046,0.11733,0.022479,0.070091,0.10077,0.15885,0,0,0.058667,0,0,0.14178,0.02678,0.16017,0,0,0,0,0.11905,0.34518,0.36606,0,0.10248,0.38211,0.2362,0,0.033155,0.024735,0.36751,0.35779,0.020227,0.10612,0.13964,0.085009,0.14422,0.1485,0.15735,0.16669,0.3672,0.42491,0.042037,0.11699,0,0.29447
"D176807",0.044718,0.076985,0.11836,0.20912,0.071839,0.079996,0.080348,0.12434,0.30511,0.51079,0.29677,0.052178,0.05558,0.13472,0.14224,0.14324,0.094759,0.043199,0.21425,0.11648,0.11841,0.081175,0.17363,0.067849,0.12683,0.093419,0.045905,0.26772,0.19133,0.11034,0.1968,0.11374,0.19695,0.067087,0.099635,0.024618,0.087893,0.048743,0.068908,0.053668,1,0.10696,0.16073,0.076954,0.26509,0.051887,0,0.13547,0.11316,0.045897,0.24155,0.24114,0.20946,0,0.17874,0.18529,0.12727,0.074203,0.23234,0.082822,0.065104,0.032002,0.094237,0.16777,0.03644,0.093762,0.18121,0.50874,0.19183,0.036521,0,0.13201,0.036304,0.13934,0.20754,0.10551,0.036304,0.064855,0.062929,0.18507,0.23591,0.0364,0.081535,0.059442,0.15498,0.13361,0.13077,0.056967,0,0.058699,0.12248,0.056786,0.090658,0.109,0.049026,0.074962,0.16267,0,0.11147
"D181000",0.079838,0.2227,0.18707,0.22565,0.034374,0.26203,0.2366,0.083557,0.026113,0.24241,0.14878,0.26375,0.05325,0.26985,0.19787,0.34486,0.065556,0.062242,0.068534,0.15859,0.056576,0.077668,0.15096,0.23187,0.27887,0.08669,0.033441,0.15871,0.17987,0.2776,0.26712,0.0607,0.17716,0.19477,0.11268,0.17991,0.092816,0.052649,0.12524,0.09628,0.10696,1,0.19376,0.16941,0.080477,0.093039,0.045902,0.18123,0.21536,0.1499,0.17149,0.27552,0.29601,0.1843,0.20975,0.19866,0.23706,0.22995,0.37923,0.20871,0.19088,0.068917,0.13306,0.29869,0.052217,0.19556,0.16999,0.042779,0.1761,0.052362,0.17786,0.11769,0.051972,0.22368,0.16724,0.025239,0.051972,0.098711,0.060105,0.088572,0.050242,0.026104,0.039007,0.085264,0.036347,0.1154,0.20948,0.17322,0.20076,0.17474,0.22239,0.19484,0.088081,0.026055,0.088181,0.066706,0.18956,0.065986,0.026644
"D181500",0.16703,0.23056,0.15667,0.40951,0.4601,0.22194,0.18922,0.018451,0.090282,0.20577,0.1773,0.079375,0.3971,0.21971,0.16017,0.26112,0.071602,0.44216,0,0.087481,0.14152,0.097004,0.066971,0.12296,0.22904,0.085799,0.38404,0.15672,0.25933,0.19264,0.19947,0.099676,0.17914,0.26557,0.30068,0.13642,0.1374,0.044025,0.35621,0.29435,0.16073,0.19376,1,0.23874,0.1201,0.11931,0,0.17521,0.32238,0.1465,0.087511,0.27714,0.2427,0.022046,0.1627,0.1263,0.18607,0.11644,0.23951,0.21147,0.11786,0.02873,0.10844,0.18842,0.032699,0.17853,0.2305,0,0.15906,0.03279,0.16332,0.11958,0.032545,0.17934,0.49392,0.23363,0.032545,0.13133,0.44096,0.31213,0,0.032612,0.024349,0.37794,0.30115,0.10421,0.31346,0.10382,0.090259,0.10727,0.16609,0.12044,0.16465,0.23064,0.32026,0.089751,0.34501,0.084587,0.28429
"D182830",0.077231,0.10017,0.17608,0.17225,0.22139,0.30604,0.029955,0,0,0.093541,0,0.15608,0.21675,0.029595,0,0.21134,0.033977,0.25425,0,0,0.27518,0.18862,0,0.27201,0.22322,0,0,0.01876,0.061035,0.15635,0.096832,0,0.14199,0.20951,0.17364,0.54498,0.073862,0.08557,0.22347,0.1705,0.076954,0.16941,0.23874,1,0,0.13547,0,0.10159,0.18178,0.1067,0,0.080703,0.11742,0,0,0.13353,0.043762,0.13502,0.085886,0.46284,0.18905,0,0,0.044634,0,0,0.14368,0,0.090306,0,0.30817,0,0,0.14006,0.20004,0.18394,0,0.11306,0.21792,0.26867,0,0.063346,0,0.22187,0.17668,0,0.24068,0.16536,0,0.17146,0.17683,0.23277,0.21066,0.19002,0.26209,0,0.23823,0.16921,0.32889
"D188470",0.032522,0.083534,0.050431,0.18267,0,0.10216,0.096036,0.17824,0.26365,0.1784,0.29728,0.050938,0,0.12167,0.21175,0.11417,0.082755,0,0.10406,0.11277,0,0,0.27589,0,0.082637,0.089507,0.13128,0.24112,0.1428,0.088669,0.2305,0.20591,0.023494,0.072716,0,0,0.061521,0,0.070121,0.023392,0.26509,0.080477,0.1201,0,1,0,0,0.14285,0.11571,0.028483,0.26687,0.1757,0.16183,0,0.19343,0.33015,0.092917,0.035795,0.11254,0,0,0.046149,0.13954,0.15601,0.05255,0.16964,0.18399,0.089992,0.10205,0.052666,0,0.19065,0.052353,0.14229,0.13284,0,0.052353,0,0,0.13388,0.16826,0,0,0.034945,0.07396,0.13742,0.13359,0,0,0,0.088961,0,0,0,0.021054,0.066996,0.18607,0,0
"D190310",0.11804,0.10135,0.088272,0.067047,0.12793,0.070284,0.060711,0.068205,0,0.056791,0.056242,0.059492,0.13163,0,0,0.11615,0,0.12802,0,0,0.20859,0.14303,0.076919,0.059789,0.048912,0,0,0.018997,0.041154,0.043128,0.057202,0,0.086269,0.089253,0.22238,0.086767,0.074789,0,0.18193,0.17207,0.051887,0.093039,0.11931,0.13547,0,1,0,0,0.064948,0.10799,0,0.081692,0.019384,0.1297,0,0.053843,0.022154,0.043563,0.067937,0.14637,0.11477,0,0.040647,0.022519,0,0,0.072695,0,0.060882,0,0,0,0,0.039785,0.080799,0.18801,0,0.076022,0.10934,0.10861,0,0.064146,0,0.14036,0.32879,0,0.14112,0.10033,0,0.10452,0.10733,0.10009,0.15976,0.19395,0.086807,0,0.075134,0,0.13101
"D205700",0,0,0,0.082617,0,0,0.18944,0,0,0.023307,0,0.073042,0,0.073046,0.061504,0.083008,0,0,0,0.082378,0,0,0,0,0,0,0,0.094298,0,0,0.046843,0,0,0,0,0,0,0,0,0,0,0.045902,0,0,0,0,1,0.041951,0,0,0,0.050138,0.048158,0,0.17453,0.066114,0.23401,0.053723,0.13067,0,0,0.13908,0,0.08309,0.15848,0.10167,0.059549,0,0,0.1587,0,0.13953,0.15811,0,0,0,0.15811,0,0,0,0,0,0.059377,0,0,0.048505,0,0,0,0,0,0,0,0,0,0,0,0,0
"D208550",0.029624,0.10135,0.11077,0.14998,0,0.10512,0.21543,0,0.066298,0.15602,0.17137,0.14338,0,0.1559,0.13078,0.12399,0.077234,0,0.061139,0.1282,0,0,0.03827,0.11147,0.18407,0.081518,0.11928,0.15883,0.12775,0.14665,0.21498,0.10843,0.10765,0.11014,0.03296,0.13028,0.085389,0.16032,0.060334,0.017588,0.13547,0.18123,0.17521,0.10159,0.14285,0,0.041951,1,0.099617,0.082318,0.12427,0.266,0.1744,0.032543,0.19014,0.12039,0.11679,0.20003,0.29194,0.11111,0.057252,0.042022,0.091034,0.38905,0.047836,0.18718,0.073597,0,0,0.047959,0.13415,0.13092,0.047628,0.13647,0.21308,0,0.047628,0,0,0.081164,0,0,0.45186,0.026111,0.067359,0.49193,0.12845,0.075577,0.040134,0.077774,0.10765,0.075331,0,0,0.032348,0.091405,0.10034,0.059934,0
"D209850",0.12065,0.25934,0.22092,0.28645,0.12008,0.23068,0.14781,0.016408,0.061853,0.18952,0.1183,0.10614,0.14645,0.20009,0.20661,0.20883,0.12235,0.15303,0.038895,0.049416,0.25999,0.18871,0.11742,0.13254,0.16831,0.050096,0.19346,0.15049,0.1742,0.2118,0.13498,0.054449,0.14427,0.27413,0.21981,0.1329,0.088613,0.062214,0.24333,0.12848,0.11316,0.21536,0.32238,0.18178,0.11571,0.064948,0,0.099617,1,0.13641,0.12538,0.20939,0.20365,0,0.075158,0.17093,0.15744,0.10952,0.23783,0.29208,0.11142,0.10694,0.13998,0.13746,0.091123,0.099901,0.26721,0.025265,0.19415,0.091358,0.12566,0.16706,0.090723,0.20847,0.20381,0.1195,0.090723,0.19376,0.2109,0.18317,0.021511,0.03036,0.022664,0.17441,0.10584,0.099418,0.64599,0.11584,0.08961,0.10143,0.17533,0.16371,0.23584,0.12136,0.21723,0.057832,0.6204,0.087551,0.12431
"D210050",0.11624,0.17317,0.1698,0.2397,0.099635,0.16482,0.13292,0.040876,0.020714,0.11805,0.044614,0.088903,0.23943,0.10629,0.10786,0.091133,0,0.15369,0.024172,0,0.31687,0.2011,0.049514,0.052946,0.043315,0,0.14025,0.081196,0.12711,0.087636,0.037007,0,0.15284,0.10524,0.1837,0.051242,0.044168,0,0.15116,0.23099,0.045897,0.1499,0.1465,0.1067,0.028483,0.10799,0,0.082318,0.13641,1,0.088964,0.15571,0.023248,0.025514,0.071792,0.047629,0.052377,0.052214,0.10105,0.21614,0.2041,0,0.073456,0.11202,0,0.025146,0.19111,0,0.18529,0,0,0,0,0.071915,0.14462,0.10971,0,0.15499,0.25072,0.096074,0,0.037847,0.08686,0.19272,0.10547,0.071019,0.17157,0.20141,0.096697,0.18518,0.21299,0.19927,0.28401,0.11333,0.19617,0,0.16333,0,0.11591
"D211980",0,0.12524,0.069882,0.13661,0,0.086071,0.05681,0.17175,0.16975,0.37448,0.33222,0.070159,0,0.089063,0.12964,0.10133,0,0,0.1337,0.10297,0,0,0.21515,0,0.07545,0,0,0.36645,0.1274,0.095153,0.32954,0.32351,0.041535,0.10884,0,0,0,0,0.03102,0.035256,0.24155,0.17149,0.087511,0,0.26687,0,0,0.12427,0.12538,0.088964,1,0.1892,0.099926,0,0.24379,0.20133,0.16783,0.031559,0.11559,0,0,0,0.11866,0.22324,0,0.059696,0.12984,0.085006,0.04921,0,0,0.12737,0,0.13839,0.058504,0,0,0.085075,0,0.11814,0.23506,0,0.069899,0,0,0.1738,0.11659,0,0,0,0.078498,0,0,0,0.048289,0,0.21738,0,0
"D219700",0.046688,0.17365,0.17129,0.25926,0.10059,0.16238,0.2384,0.16881,0.17773,0.32437,0.35404,0.193,0.058245,0.16135,0.21443,0.22963,0.097676,0.08309,0.136,0.11227,0.082738,0.070941,0.225,0.071126,0.16854,0.049124,0.079358,0.2606,0.33013,0.22623,0.25834,0.11533,0.13803,0.08844,0.10452,0.051762,0.091336,0.038362,0.1155,0.10762,0.24114,0.27552,0.27714,0.080703,0.1757,0.081692,0.050138,0.266,0.20939,0.15571,0.1892,1,0.30927,0.16668,0.18709,0.17851,0.21956,0.21008,0.40426,0.087289,0.08033,0.067058,0.22536,0.32758,0.076335,0.18067,0.21066,0.12361,0.2195,0.076532,0.056348,0.11986,0.076001,0.14753,0.18292,0.07506,0.076001,0.033982,0.097991,0.14924,0.14546,0.019073,0.17835,0.13657,0.10797,0.21944,0.21735,0.081131,0.037091,0.083642,0.10749,0.1009,0.063339,0.076232,0.1236,0.07589,0.2102,0.026185,0.078082
"D222100",0.084292,0.15982,0.12687,0.24918,0.035778,0.22377,0.29311,0.028937,0.11072,0.24242,0.19947,0.11868,0.013834,0.40169,0.39502,0.37783,0.19787,0.032295,0.069549,0.086757,0.029457,0.080942,0.13337,0.11435,0.21018,0.23551,0.051167,0.19443,0.30268,0.27129,0.20315,0.040109,0.15915,0.22776,0.018617,0.11245,0.19557,0.091216,0.13009,0.050317,0.20946,0.29601,0.2427,0.11742,0.16183,0.019384,0.048158,0.1744,0.20365,0.023248,0.099926,0.30927,1,0.073943,0.15738,0.21799,0.35171,0.35556,0.40651,0.13309,0.032444,0.34157,0.16017,0.3473,0.30327,0.44783,0.19923,0.065673,0.11723,0.30324,0.12891,0.3417,0.30328,0.20576,0.20947,0.02631,0.30328,0.066218,0.030862,0.092491,0.046435,0.19725,0.040777,0.029613,0.078011,0.11987,0.14276,0.028359,0,0.029253,0.0765,0.072003,0.022574,0.027161,0.054963,0.20197,0.14033,0.068523,0.027775
"D226150",0,0.031912,0,0,0,0,0.11731,0.096879,0,0,0.15853,0.056154,0,0,0,0.14275,0,0,0,0,0,0,0.096936,0,0,0,0,0,0.038853,0,0.11692,0,0.06336,0,0.04214,0,0,0,0.019096,0,0,0.1843,0.022046,0,0,0.1297,0,0.032543,0,0.025514,0,0.16668,0.073943,1,0,0,0,0.020595,0.21299,0,0.086188,0,0.038388,0.021268,0,0,0,0,0,0,0,0,0,0.068011,0,0,0,0,0,0,0,0,0,0,0,0,0.053273,0.078279,0.051311,0.079625,0.080347,0.075849,0,0,0,0,0,0,0
"D236000",0.024443,0.12737,0.036535,0.21921,0,0.058856,0.12612,0.11306,0.1345,0.2369,0.17104,0.16536,0,0.22273,0.15575,0.22142,0.06387,0,0.025684,0.24472,0,0,0.14113,0,0.12342,0.10152,0.049803,0.35133,0.14358,0.093982,0.22524,0.12084,0.070838,0.074383,0,0,0.072471,0,0.063892,0.029062,0.17874,0.20975,0.1627,0,0.19343,0,0.17453,0.19014,0.075158,0.071792,0.24379,0.18709,0.15738,0,1,0.099599,0.37407,0.084031,0.21157,0,0.047062,0.034694,0.05015,0.2668,0.039494,0.21266,0.22681,0.033428,0.037981,0.039596,0,0.10814,0.039322,0.07581,0.25484,0,0.039322,0.072342,0,0.067057,0.11928,0,0.029666,0.042947,0.08579,0.072707,0.053714,0.041136,0,0.042418,0.08873,0.041025,0,0,0,0.08148,0.082626,0,0
"D254200",0.069573,0.099643,0.10392,0.12772,0.024756,0.23536,0.2426,0.060339,0.12238,0.16818,0.18181,0.087344,0.038423,0.15682,0.20893,0.26609,0.077022,0.10602,0.096341,0.078958,0.081904,0.11226,0.12469,0.14067,0.18765,0.1262,0.023659,0.18434,0.11226,0.13957,0.13604,0.087142,0.085382,0.22789,0.077477,0.12795,0.1322,0.050606,0.13116,0.14046,0.18529,0.19866,0.1263,0.13353,0.33015,0.053843,0.066114,0.12039,0.17093,0.047629,0.20133,0.17851,0.21799,0,0.099599,1,0.18284,0.15496,0.20051,0.086124,0.067506,0.13267,0.12297,0.13492,0.11327,0.16999,0.14352,0.061602,0.089343,0.11346,0.035095,0.20316,0.11295,0.20476,0.095163,0.036418,0.11295,0.022298,0.042866,0.12779,0.069511,0.037666,0.11285,0.04112,0.079225,0.18763,0.14118,0.059011,0,0.061478,0.12686,0.078651,0.062724,0.037597,0.12878,0.09576,0.17351,0,0.038447
"D254500",0.037918,0.19967,0.10023,0.27256,0.040942,0.11466,0.33512,0.033611,0.10277,0.25136,0.16019,0.13022,0.031632,0.23321,0.2207,0.26897,0.045986,0.036922,0.040145,0.17572,0.033667,0.023095,0.11679,0.11732,0.2285,0.10294,0.039274,0.20853,0.24629,0.27659,0.17734,0.096814,0.11132,0.16068,0.042588,0.097095,0.092027,0.020822,0.070215,0.11733,0.12727,0.23706,0.18607,0.043762,0.092917,0.022154,0.23401,0.11679,0.15744,0.052377,0.16783,0.21956,0.35171,0,0.37407,0.18284,1,0.2517,0.29069,0.047191,0.092756,0.10945,0.12317,0.25481,0.12465,0.22692,0.23851,0.051379,0.13467,0.1249,0.028982,0.19514,0.12421,0.14688,0.17947,0.03007,0.12421,0.095234,0.035343,0.13194,0.040105,0.0311,0.046626,0.067685,0.021651,0.095297,0.11098,0.081133,0.025818,0.083652,0.13934,0.11435,0.051719,0.031043,0.095505,0.079055,0.1598,0,0.031744
"D260480",0.076137,0.13588,0.20364,0.12124,0.020073,0.20234,0.2754,0.048834,0,0.12966,0.092053,0.19735,0.015527,0.13097,0.097665,0.18976,0.046431,0.024194,0.01954,0.12118,0.033063,0.045543,0.098632,0.14458,0.19194,0.10123,0,0.084141,0.073876,0.17146,0.14104,0.047029,0.054743,0.20939,0.020896,0.12923,0.090469,0.08208,0.058983,0.022479,0.074203,0.22995,0.11644,0.13502,0.035795,0.043563,0.053723,0.20003,0.10952,0.052214,0.031559,0.21008,0.35556,0.020595,0.084031,0.15496,0.2517,1,0.31811,0.15362,0.036466,0.053847,0.25119,0.1652,0.061359,0.16331,0.03543,0,0.074088,0.061442,0.14883,0.11078,0.061216,0.12519,0.1208,0.02953,0.061216,0.01808,0.017317,0.077736,0.038412,0.24283,0.068601,0.03329,0.021263,0.093584,0.11713,0.031875,0,0.03288,0.068709,0.048011,0.025336,0.030485,0.051647,0.077738,0.10718,0.081812,0.031174
"D266600",0.058332,0.19056,0.14552,0.28598,0.04693,0.15803,0.40259,0.12843,0.13129,0.28355,0.33983,0.19151,0.036325,0.30217,0.27329,0.39518,0.16104,0.037798,0.091389,0.13987,0.02574,0.052998,0.2553,0.12208,0.21998,0.20571,0.11398,0.25081,0.28728,0.2981,0.28424,0.10772,0.18238,0.17756,0.065381,0.08219,0.17084,0.095634,0.14506,0.070091,0.23234,0.37923,0.23951,0.085886,0.11254,0.067937,0.13067,0.29194,0.23783,0.10105,0.11559,0.40426,0.40651,0.21299,0.21157,0.20051,0.29069,0.31811,1,0.098267,0.071415,0.171,0.1855,0.37132,0.11941,0.22565,0.26614,0.077282,0.20502,0.11966,0.090507,0.17042,0.11899,0.20285,0.21327,0.022989,0.11899,0.090462,0.054632,0.12527,0.11328,0.023777,0.22088,0.090687,0.068141,0.24245,0.19714,0.062955,0.039767,0.064729,0.10695,0.10059,0.060334,0.023733,0.064217,0.17641,0.16894,0.090912,0.02427
"D267740",0.083568,0.10835,0.28636,0.19947,0.13479,0.31209,0.032302,0,0,0.12215,0,0.17895,0.13927,0.031995,0,0.16776,0.036732,0.13531,0,0,0.60544,0.38894,0,0.3356,0.19517,0,0,0.020225,0.06569,0.25116,0.1322,0,0.15317,0.20304,0.18731,0.35066,0.079923,0.093585,0.15974,0.10077,0.082822,0.20871,0.21147,0.46284,0,0.14637,0,0.11111,0.29208,0.21614,0,0.087289,0.13309,0,0,0.086124,0.047191,0.15362,0.098267,1,0.20393,0,0,0.048536,0,0,0.10336,0,0.097192,0,0.3535,0,0,0.17224,0.12897,0.19797,0,0.19154,0.26992,0.17337,0,0.068292,0,0.14898,0.19058,0,0.37864,0.21884,0,0.18496,0.23145,0.25292,0.42336,0.20451,0.18352,0,0.39078,0.20798,0.20915
"D300125",0.16499,0.14239,0.15108,0.12607,0.14143,0.15826,0.076656,0,0,0.11085,0,0.074636,0.16481,0.1002,0.084309,0.11188,0,0.1497,0,0,0.23288,0.15963,0,0.15049,0.12314,0,0.069564,0.047694,0.10332,0.14477,0.066058,0,0.75392,0.099978,0.25945,0.2567,0.062582,0.072226,0.13588,0.15885,0.065104,0.19088,0.11786,0.18905,0,0.11477,0,0.057252,0.11142,0.2041,0,0.08033,0.032444,0.086188,0.047062,0.067506,0.092756,0.036466,0.071415,0.20393,1,0,0,0,0,0,0.18334,0,0.154,0,0.050027,0,0,0.16807,0.17052,0.15562,0,0.16713,0.1867,0.13628,0,0.053681,0,0.23389,0.14952,0.032779,0.17278,0.94585,0.20865,0.9466,0.93936,0.88643,0.27137,0.16076,0.12745,0,0.15474,0,0.16441
